Fecha;Sucursal;Vendedor;Categoría de producto;Producto;Precio unitario;Cantidad vendida;Total cobrado
21/07/2021;Villa Grande;Joey Paredes;C-006;P-040;273.32;1;273.32
21/07/2021;Abasto;Faith Hurst;C-002;P-008;261.87;7;1833.09
21/07/2021;Victoria;Gage Cutting;C-006;P-042;144.7;2;289.4
22/07/2021;Santo Tomás;Stanley Botolph;C-004;P-020;205.56;8;1644.48
22/07/2021;Victoria;Gage Cutting;C-002;P-010;183.85;1;183.85
23/07/2021;Villa Grande;Joey Paredes;C-006;P-041;234.59;8;1876.72
24/07/2021;Villa Grande;Itzel Halstead;C-005;P-030;102.05;5;510.25
25/07/2021;Santo Tomás;Lisa Ferrari;C-002;P-008;261.87;5;1309.35
26/07/2021;Victoria;Nathaly Corwin;C-001;P-004;321.99;6;1931.94
27/07/2021;Santo Tomás;Lisa Ferrari;C-002;P-006;104.98;7;734.86
27/07/2021;San Genaro;Irvin Reynold;C-002;P-006;104.98;3;314.94
27/07/2021;Victoria;Jaime Gallardo;C-006;P-041;234.59;7;1642.13
28/07/2021;Victoria;Joslyn Gallagher;C-004;P-023;280.35;3;841.05
28/07/2021;Villa Grande;Yahir Milthorpe;C-002;P-006;104.98;8;839.84
29/07/2021;Abasto;Travon Fotherby;C-004;P-025;129.06;2;258.12
29/07/2021;Victoria;Nathaly Corwin;C-001;P-004;321.99;7;2253.93
30/07/2021;Victoria;Gage Cutting;C-005;P-032;207.23;10;2072.3
31/07/2021;Santo Tomás;Stanley Botolph;C-002;P-007;385.93;8;3087.44
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
