Fecha;Sucursal;Vendedor;Categoría de producto;Producto;Precio unitario;Cantidad vendida;Total cobrado
25/05/2021;Villa Grande;Yahir Milthorpe;C-001;P-002;116.7;4;466.8
25/05/2021;San Genaro;Nash Garrison;C-004;P-018;121.47;6;728.82
26/05/2021;Victoria;Gage Cutting;C-004;P-024;427.11;2;854.22
26/05/2021;Victoria;Nathaly Corwin;C-005;P-026;185.03;5;925.15
26/05/2021;San Genaro;Irvin Reynold;C-005;P-028;124.84;6;749.04
26/05/2021;Villa Grande;Itzel Halstead;C-003;P-015;279.25;7;1954.75
26/05/2021;Abasto;Kya Girard;C-005;P-031;281.8;1;281.8
26/05/2021;Victoria;Gage Cutting;C-004;P-025;129.06;4;516.24
27/05/2021;Abasto;Alani Leigh;C-001;P-004;321.99;9;2897.91
28/05/2021;Villa Grande;Jamarcus Sears;C-005;P-033;331.34;6;1988.04
28/05/2021;San Genaro;Barb Pelletier;C-005;P-034;361.83;4;1447.32
28/05/2021;Abasto;Travon Fotherby;C-002;P-007;385.93;2;771.86
29/05/2021;Abasto;Travon Fotherby;C-002;P-007;385.93;1;385.93
29/05/2021;Victoria;Gage Cutting;C-003;P-014;245.55;5;1227.75
30/05/2021;Abasto;Travon Fotherby;C-001;P-001;270.36;9;2433.24
30/05/2021;Abasto;Faith Hurst;C-004;P-018;121.47;5;607.35
30/05/2021;Villa Grande;Itzel Halstead;C-004;P-021;349.42;1;349.42
30/05/2021;Villa Grande;Macie Dixie;C-005;P-034;361.83;4;1447.32
30/05/2021;Abasto;Desmond Haydyn;C-003;P-013;115.75;6;694.5
30/05/2021;Santo Tomás;Zavier Chittenden;C-005;P-033;331.34;1;331.34
30/05/2021;Santo Tomás;Zavier Chittenden;C-005;P-035;405.47;9;3649.23
31/05/2021;Villa Grande;Marisa Bradford;C-004;P-020;205.56;2;411.12
